idade,renda_anual,situacao_moradia,tempo_emprego_anos,motivo_emprestimo,nota_risco,valor_emprestimo,taxa_juros,inadimplencia,comprometimento_renda%,historico_inadimplencia,anos_historico_credito,renda_mensal,faixa_etaria
23,39996,Aluguel,6,Pessoal,B,12000,9.63,Não Inadimplente,0.3,N,2,3333,Até 25 anos
24,80000,Própria,8,Saúde,B,20000,9.51,Não Inadimplente,0.25,N,2,6667,Até 25 anos
22,74000,Financiada,6,Reforma,C,11200,15.190242179616549,Inadimplente,0.15,S,2,6167,Até 25 anos
22,74000,Financiada,1,Empreendimento,E,25000,14.38,Inadimplente,0.34,S,3,6167,Até 25 anos
26,39996,Aluguel,0,Empreendimento,B,12000,9.83738138593829,Não Inadimplente,0.3,N,4,3333,26-35 anos
24,40000,Aluguel,6,Saúde,C,12000,13.49,Não Inadimplente,0.3,N,2,3333,Até 25 anos
24,80004,Própria,3,Reforma,C,2425,15.27,Não Inadimplente,0.03,S,4,6667,Até 25 anos
25,80004,Financiada,0,Consolidação de Dividas,A,3600,7.49,Não Inadimplente,0.04,N,4,6667,Até 25 anos
24,80004,Financiada,8,Reforma,A,6000,6.17,Não Inadimplente,0.07,N,3,6667,Até 25 anos
24,74004,Financiada,7,Consolidação de Dividas,D,25000,15.57,Inadimplente,0.34,S,3,6167,Até 25 anos
26,40000,Aluguel,0,Consolidação de Dividas,B,12000,9.99,Não Inadimplente,0.3,N,3,3333,26-35 anos
24,80004,Própria,8,Reforma,B,25000,10.36,Não Inadimplente,0.31,N,3,6667,Até 25 anos
26,40000,Aluguel,2,Saúde,A,12000,7.51,Não Inadimplente,0.3,N,2,3333,26-35 anos
26,80004,Financiada,4,Pessoal,B,15000,11.86,Não Inadimplente,0.19,N,3,6667,26-35 anos
22,40000,Aluguel,2,Consolidação de Dividas,B,12000,10.99,Não Inadimplente,0.3,N,2,3333,Até 25 anos
26,40000,Aluguel,2,Saúde,A,12000,7.88,Não Inadimplente,0.3,N,2,3333,26-35 anos
23,80004,Financiada,2,Empreendimento,B,19000,10.62,Não Inadimplente,0.24,N,2,6667,Até 25 anos
22,40000,Aluguel,1,Consolidação de Dividas,C,12000,13.22,Não Inadimplente,0.3,N,4,3333,Até 25 anos
26,80004,Financiada,0,Reforma,A,6000,8.0,Não Inadimplente,0.07,N,4,6667,26-35 anos
22,40000,Aluguel,4,Empreendimento,B,12000,9.83738138593829,Não Inadimplente,0.3,N,3,3333,Até 25 anos
23,40000,Aluguel,2,Consolidação de Dividas,B,12000,12.18,Não Inadimplente,0.3,N,4,3333,Até 25 anos
26,40000,Aluguel,1,Pessoal,B,12000,11.58,Não Inadimplente,0.3,N,2,3333,26-35 anos
22,40000,Aluguel,3,Educação,B,12000,11.89,Não Inadimplente,0.3,N,3,3333,Até 25 anos
24,80004,Financiada,8,Empreendimento,A,6000,8.63,Não Inadimplente,0.07,N,4,6667,Até 25 anos
23,40100,Aluguel,7,Saúde,B,12000,9.91,Não Inadimplente,0.3,N,2,3342,Até 25 anos
22,80070,Financiada,6,Educação,B,27525,10.74,Não Inadimplente,0.34,N,3,6672,Até 25 anos
25,80140,Financiada,4,Consolidação de Dividas,B,11300,10.37,Não Inadimplente,0.14,N,2,6678,Até 25 anos
23,80196,Própria,2,Empreendimento,B,30000,9.91,Não Inadimplente,0.37,N,3,6683,Até 25 anos
25,80208,Financiada,1,Reforma,A,4000,5.42,Não Inadimplente,0.05,N,4,6684,Até 25 anos
22,40320,Aluguel,0,Consolidação de Dividas,C,12000,14.27,Não Inadimplente,0.3,N,3,3360,Até 25 anos
22,80340,Própria,2,Educação,A,7000,7.14,Não Inadimplente,0.09,N,3,6695,Até 25 anos
26,40800,Aluguel,2,Pessoal,A,12000,9.83738138593829,Não Inadimplente,0.29,N,2,3400,26-35 anos
25,41000,Aluguel,6,Consolidação de Dividas,B,12000,11.71,Não Inadimplente,0.29,N,3,3417,Até 25 anos
25,80400,Financiada,9,Consolidação de Dividas,A,1000,5.42,Não Inadimplente,0.01,N,3,6700,Até 25 anos
25,80400,Financiada,10,Empreendimento,D,25000,17.49,Não Inadimplente,0.31,S,4,6700,Até 25 anos
24,80400,Financiada,5,Empreendimento,A,12000,5.79,Não Inadimplente,0.15,N,3,6700,Até 25 anos
24,36000,Aluguel,2,Pessoal,B,12000,9.91,Inadimplente,0.33,N,3,3000,Até 25 anos
23,42000,Aluguel,4,Educação,C,12000,13.49,Não Inadimplente,0.29,N,2,3500,Até 25 anos
25,42000,Aluguel,2,Educação,A,12000,7.9,Não Inadimplente,0.29,N,4,3500,Até 25 anos
22,74476,Financiada,6,Educação,A,5000,8.49,Inadimplente,0.07,N,4,6206,Até 25 anos
26,80500,Financiada,3,Empreendimento,D,24000,17.58,Não Inadimplente,0.3,S,3,6708,26-35 anos
23,42000,Aluguel,2,Educação,B,12000,10.65,Não Inadimplente,0.29,N,4,3500,Até 25 anos
26,42000,Aluguel,3,Empreendimento,A,12000,8.49,Não Inadimplente,0.29,N,3,3500,26-35 anos
26,80500,Financiada,9,Reforma,B,11000,12.53,Não Inadimplente,0.14,N,3,6708,26-35 anos
22,74500,Financiada,6,Consolidação de Dividas,D,7500,13.17,Inadimplente,0.1,N,2,6208,Até 25 anos
26,80600,Financiada,10,Reforma,B,9600,9.83738138593829,Não Inadimplente,0.12,N,3,6717,26-35 anos
24,74600,Financiada,3,Consolidação de Dividas,E,20000,17.51,Inadimplente,0.27,N,3,6217,Até 25 anos
24,42000,Aluguel,0,Empreendimento,A,12000,7.66,Não Inadimplente,0.29,N,4,3500,Até 25 anos
24,80689,Financiada,1,Consolidação de Dividas,C,16000,13.22,Não Inadimplente,0.2,S,2,6724,Até 25 anos
26,80730,Financiada,7,Reforma,A,9600,7.29,Não Inadimplente,0.12,N,2,6728,26-35 anos
23,80796,Financiada,7,Saúde,A,5000,9.83738138593829,Não Inadimplente,0.06,N,3,6733,Até 25 anos
21,42000,Aluguel,0,Educação,C,12000,13.23,Não Inadimplente,0.29,N,2,3500,Até 25 anos
23,80832,Própria,0,Saúde,D,15000,15.65,Não Inadimplente,0.19,N,2,6736,Até 25 anos
22,81000,Financiada,5,Educação,B,9100,12.42,Não Inadimplente,0.11,N,3,6750,Até 25 anos
25,42500,Aluguel,1,Consolidação de Dividas,B,12000,12.69,Não Inadimplente,0.28,N,3,3542,Até 25 anos
26,81000,Financiada,10,Consolidação de Dividas,A,10750,8.49,Não Inadimplente,0.13,N,2,6750,26-35 anos
23,42500,Aluguel,3,Educação,C,12000,13.35,Não Inadimplente,0.28,N,3,3542,Até 25 anos
24,42500,Aluguel,9,Pessoal,B,12000,11.36,Não Inadimplente,0.28,N,2,3542,Até 25 anos
25,42900,Aluguel,5,Educação,A,12000,8.9,Não Inadimplente,0.28,N,2,3575,Até 25 anos
25,43000,Aluguel,1,Empreendimento,C,12000,13.16,Não Inadimplente,0.28,S,2,3583,Até 25 anos
22,75000,Financiada,6,Empreendimento,D,25000,15.57,Inadimplente,0.33,S,4,6250,Até 25 anos
23,81000,Financiada,8,Pessoal,B,10000,8.88,Não Inadimplente,0.12,N,4,6750,Até 25 anos
25,81000,Própria,9,Empreendimento,D,12000,14.098848653667595,Não Inadimplente,0.15,S,2,6750,Até 25 anos
26,81000,Financiada,6,Saúde,B,5000,10.75,Não Inadimplente,0.06,N,3,6750,26-35 anos
22,81000,Financiada,5,Educação,A,6600,7.88,Não Inadimplente,0.08,N,4,6750,Até 25 anos
24,43200,Aluguel,5,Empreendimento,B,12000,10.36,Não Inadimplente,0.28,N,4,3600,Até 25 anos
24,81000,Financiada,8,Reforma,B,20000,11.49,Não Inadimplente,0.25,N,4,6750,Até 25 anos
26,43680,Aluguel,0,Pessoal,B,12000,10.37,Não Inadimplente,0.27,N,2,3640,26-35 anos
22,39000,Própria,6,Saúde,A,1000,9.83738138593829,Não Inadimplente,0.03,N,3,3250,Até 25 anos
22,81000,Financiada,6,Educação,B,24000,9.88,Não Inadimplente,0.3,N,2,6750,Até 25 anos
25,44004,Aluguel,9,Saúde,E,12000,16.45,Não Inadimplente,0.27,S,4,3667,Até 25 anos
22,44160,Aluguel,7,Empreendimento,D,12000,13.24,Não Inadimplente,0.27,S,2,3680,Até 25 anos
23,44400,Aluguel,1,Educação,C,12000,14.79,Não Inadimplente,0.27,N,4,3700,Até 25 anos
22,81000,Própria,2,Educação,D,10000,15.31,Não Inadimplente,0.12,N,3,6750,Até 25 anos
22,44412,Aluguel,3,Pessoal,C,12000,13.11,Não Inadimplente,0.27,S,2,3701,Até 25 anos
24,81000,Financiada,0,Consolidação de Dividas,B,15000,12.18,Não Inadimplente,0.19,N,4,6750,Até 25 anos
25,81000,Financiada,2,Saúde,B,5200,10.95,Não Inadimplente,0.06,N,2,6750,Até 25 anos
21,81000,Própria,0,Educação,C,8400,12.53,Não Inadimplente,0.1,S,3,6750,Até 25 anos
24,81100,Financiada,8,Pessoal,B,3200,9.83738138593829,Não Inadimplente,0.04,N,2,6758,Até 25 anos
23,45000,Aluguel,4,Educação,B,12000,12.69,Não Inadimplente,0.27,N,4,3750,Até 25 anos
23,81120,Financiada,3,Pessoal,B,15000,10.25,Não Inadimplente,0.18,N,4,6760,Até 25 anos
25,39000,Própria,2,Reforma,D,4400,14.84,Não Inadimplente,0.11,N,2,3250,Até 25 anos
22,45000,Aluguel,6,Educação,A,12000,6.62,Não Inadimplente,0.27,N,2,3750,Até 25 anos
26,81204,Financiada,1,Educação,B,9100,10.95,Não Inadimplente,0.11,N,4,6767,26-35 anos
26,81360,Financiada,4,Reforma,A,6000,7.9,Não Inadimplente,0.07,N,4,6780,26-35 anos
25,39000,Própria,3,Saúde,B,3600,11.86,Não Inadimplente,0.09,N,2,3250,Até 25 anos
25,39000,Própria,0,Saúde,C,8500,14.35,Não Inadimplente,0.22,N,3,3250,Até 25 anos
22,81400,Financiada,4,Saúde,B,8500,9.83738138593829,Não Inadimplente,0.1,N,2,6783,Até 25 anos
23,81500,Financiada,4,Consolidação de Dividas,B,15000,10.0,Não Inadimplente,0.18,N,4,6792,Até 25 anos
22,81500,Financiada,0,Educação,A,7575,6.54,Não Inadimplente,0.09,N,3,6792,Até 25 anos
22,81500,Financiada,6,Pessoal,A,20000,6.54,Não Inadimplente,0.25,N,2,6792,Até 25 anos
23,39000,Própria,7,Saúde,B,3000,10.62,Não Inadimplente,0.08,N,2,3250,Até 25 anos
23,81504,Financiada,6,Consolidação de Dividas,A,2400,6.92,Não Inadimplente,0.03,N,4,6792,Até 25 anos
26,81600,Financiada,1,Consolidação de Dividas,B,7200,11.99,Não Inadimplente,0.09,N,3,6800,26-35 anos
23,81600,Financiada,7,Consolidação de Dividas,A,9000,7.49,Não Inadimplente,0.11,N,4,6800,Até 25 anos
21,81600,Financiada,6,Educação,A,14400,6.92,Não Inadimplente,0.18,N,4,6800,Até 25 anos
25,81600,Financiada,9,Educação,C,13000,13.23,Não Inadimplente,0.16,S,4,6800,Até 25 anos
22,81600,Financiada,6,Pessoal,A,1300,6.39,Não Inadimplente,0.02,N,3,6800,Até 25 anos
24,45000,Aluguel,1,Empreendimento,B,12000,10.99,Não Inadimplente,0.27,N,3,3750,Até 25 anos
25,81600,Financiada,10,Reforma,B,20000,12.18,Não Inadimplente,0.25,N,2,6800,Até 25 anos
23,45000,Aluguel,2,Pessoal,A,12000,5.79,Não Inadimplente,0.27,N,3,3750,Até 25 anos
25,45000,Aluguel,0,Saúde,A,12000,7.66,Não Inadimplente,0.27,N,4,3750,Até 25 anos
22,81800,Financiada,6,Educação,A,2500,6.39,Não Inadimplente,0.03,N,2,6817,Até 25 anos
25,45000,Aluguel,9,Consolidação de Dividas,B,12000,9.62,Não Inadimplente,0.27,N,3,3750,Até 25 anos
23,45000,Aluguel,2,Pessoal,B,12000,11.83,Não Inadimplente,0.27,N,4,3750,Até 25 anos
22,81996,Financiada,7,Educação,C,7000,14.72,Não Inadimplente,0.09,N,4,6833,Até 25 anos
24,81996,Financiada,4,Educação,A,14000,7.88,Não Inadimplente,0.17,N,3,6833,Até 25 anos
21,45000,Aluguel,0,Educação,C,12000,11.97,Não Inadimplente,0.27,N,3,3750,Até 25 anos
26,82000,Financiada,7,Empreendimento,B,7000,12.42,Não Inadimplente,0.09,N,3,6833,26-35 anos
24,82000,Própria,8,Educação,C,25000,15.27,Não Inadimplente,0.3,S,3,6833,Até 25 anos
21,45176,Aluguel,1,Saúde,B,12000,11.49,Não Inadimplente,0.27,N,3,3765,Até 25 anos
24,45204,Aluguel,0,Saúde,A,12000,7.51,Não Inadimplente,0.27,N,4,3767,Até 25 anos
25,45600,Aluguel,5,Saúde,C,12000,13.23,Não Inadimplente,0.26,N,4,3800,Até 25 anos
21,39760,Aluguel,0,Pessoal,D,12000,16.07,Inadimplente,0.3,S,2,3313,Até 25 anos
26,45806,Aluguel,5,Educação,D,12000,14.84,Não Inadimplente,0.26,N,3,3817,26-35 anos
26,45900,Aluguel,0,Pessoal,B,12000,10.39,Não Inadimplente,0.26,N,3,3825,26-35 anos
26,82000,Financiada,5,Educação,C,1000,14.27,Não Inadimplente,0.01,S,2,6833,26-35 anos
26,82000,Financiada,5,Pessoal,A,19075,7.9,Não Inadimplente,0.23,N,2,6833,26-35 anos
23,82000,Financiada,5,Pessoal,D,5000,16.77,Não Inadimplente,0.06,S,3,6833,Até 25 anos
24,45996,Aluguel,3,Educação,E,12000,15.68,Não Inadimplente,0.26,S,3,3833,Até 25 anos
24,82000,Financiada,8,Empreendimento,B,5325,9.83738138593829,Não Inadimplente,0.06,N,3,6833,Até 25 anos
22,46000,Aluguel,3,Educação,B,12000,11.71,Não Inadimplente,0.26,N,3,3833,Até 25 anos
25,46000,Aluguel,9,Pessoal,A,12000,5.42,Não Inadimplente,0.26,N,3,3833,Até 25 anos
26,82000,Financiada,10,Pessoal,A,3200,5.99,Não Inadimplente,0.04,N,3,6833,26-35 anos
23,82000,Financiada,7,Pessoal,D,9000,14.098848653667595,Não Inadimplente,0.11,S,2,6833,Até 25 anos
22,46000,Aluguel,0,Empreendimento,C,12000,12.68,Não Inadimplente,0.26,S,3,3833,Até 25 anos
22,46000,Aluguel,1,Saúde,C,12000,12.84,Não Inadimplente,0.26,N,3,3833,Até 25 anos
24,82000,Financiada,8,Educação,D,3500,9.83738138593829,Não Inadimplente,0.04,N,4,6833,Até 25 anos
21,46800,Aluguel,3,Pessoal,D,12000,15.21,Não Inadimplente,0.26,S,3,3900,Até 25 anos
25,82000,Financiada,3,Reforma,B,15000,10.37,Não Inadimplente,0.18,N,2,6833,Até 25 anos
25,47000,Aluguel,2,Saúde,C,12000,15.96,Não Inadimplente,0.26,S,2,3917,Até 25 anos
23,82000,Financiada,5,Pessoal,B,9600,10.0,Não Inadimplente,0.12,N,2,6833,Até 25 anos
22,47000,Aluguel,6,Consolidação de Dividas,A,12000,6.03,Não Inadimplente,0.26,N,3,3917,Até 25 anos
25,47000,Aluguel,3,Saúde,B,12000,10.37,Não Inadimplente,0.26,N,2,3917,Até 25 anos
23,82000,Financiada,0,Saúde,A,14400,9.83738138593829,Não Inadimplente,0.18,N,2,6833,Até 25 anos
22,82000,Financiada,6,Educação,B,10750,9.25,Não Inadimplente,0.13,N,2,6833,Até 25 anos
24,82000,Financiada,2,Pessoal,A,8000,5.79,Não Inadimplente,0.1,N,3,6833,Até 25 anos
24,82000,Financiada,2,Saúde,A,20000,6.54,Não Inadimplente,0.24,N,4,6833,Até 25 anos
25,41000,Aluguel,4,Pessoal,B,12000,10.0,Inadimplente,0.29,N,3,3417,Até 25 anos
23,76000,Financiada,8,Consolidação de Dividas,B,6000,11.49,Inadimplente,0.08,N,2,6333,Até 25 anos
26,38400,Própria,4,Reforma,B,7000,12.69,Não Inadimplente,0.18,N,2,3200,26-35 anos
23,47840,Aluguel,7,Saúde,B,12000,12.69,Não Inadimplente,0.25,N,4,3987,Até 25 anos
23,48000,Aluguel,3,Pessoal,A,12000,6.03,Não Inadimplente,0.25,N,2,4000,Até 25 anos
24,82000,Financiada,8,Pessoal,A,6000,6.76,Não Inadimplente,0.07,N,3,6833,Até 25 anos
24,48000,Aluguel,8,Pessoal,D,12000,16.77,Não Inadimplente,0.25,S,3,4000,Até 25 anos
25,48000,Aluguel,0,Saúde,C,12000,13.49,Não Inadimplente,0.25,S,2,4000,Até 25 anos
22,82000,Financiada,5,Educação,B,20000,9.88,Não Inadimplente,0.24,N,4,6833,Até 25 anos
22,42000,Aluguel,2,Saúde,D,12000,15.65,Inadimplente,0.29,S,3,3500,Até 25 anos
22,82000,Financiada,6,Consolidação de Dividas,C,10000,12.87,Não Inadimplente,0.12,S,2,6833,Até 25 anos
26,82000,Financiada,1,Reforma,C,20000,13.57,Não Inadimplente,0.24,N,2,6833,26-35 anos
22,82000,Financiada,6,Consolidação de Dividas,C,6000,9.83738138593829,Não Inadimplente,0.07,N,2,6833,Até 25 anos
26,76000,Financiada,10,Consolidação de Dividas,E,7200,16.35,Inadimplente,0.09,S,2,6333,26-35 anos
24,82000,Outros,2,Pessoal,A,14700,9.63,Não Inadimplente,0.18,N,3,6833,Até 25 anos
26,48000,Aluguel,0,Saúde,C,12000,11.66,Não Inadimplente,0.25,N,3,4000,26-35 anos
26,82000,Financiada,2,Pessoal,D,4500,15.05,Não Inadimplente,0.05,S,4,6833,26-35 anos
26,82000,Financiada,1,Empreendimento,C,5000,13.47,Não Inadimplente,0.06,S,2,6833,26-35 anos
21,82000,Financiada,3,Pessoal,A,11000,9.83738138593829,Não Inadimplente,0.13,N,3,6833,Até 25 anos
22,82000,Financiada,3,Pessoal,B,8300,11.46,Não Inadimplente,0.1,N,3,6833,Até 25 anos
25,82000,Financiada,2,Reforma,E,10000,14.93,Não Inadimplente,0.12,N,3,6833,Até 25 anos
25,82000,Financiada,7,Pessoal,C,7500,12.72,Não Inadimplente,0.09,N,4,6833,Até 25 anos
24,82000,Financiada,1,Educação,A,7500,8.32,Não Inadimplente,0.09,N,3,6833,Até 25 anos
25,48074,Aluguel,4,Educação,C,12000,13.85,Não Inadimplente,0.25,S,4,4006,Até 25 anos
24,76000,Financiada,9,Consolidação de Dividas,D,7000,12.92,Inadimplente,0.09,N,3,6333,Até 25 anos
26,60000,Aluguel,5,Reforma,B,12000,10.65,Não Inadimplente,0.2,N,3,5000,26-35 anos
21,60000,Aluguel,0,Pessoal,A,12000,7.51,Não Inadimplente,0.2,N,3,5000,Até 25 anos
23,54000,Aluguel,0,Consolidação de Dividas,B,12000,12.42,Inadimplente,0.22,N,2,4500,Até 25 anos
25,76248,Financiada,6,Consolidação de Dividas,C,9750,14.27,Inadimplente,0.13,S,3,6354,Até 25 anos
23,60000,Aluguel,2,Consolidação de Dividas,B,12000,12.69,Não Inadimplente,0.2,N,2,5000,Até 25 anos
26,82305,Financiada,10,Consolidação de Dividas,A,18600,6.99,Não Inadimplente,0.23,N,2,6859,26-35 anos
23,60000,Aluguel,4,Saúde,A,12000,6.03,Não Inadimplente,0.2,N,3,5000,Até 25 anos
25,54000,Aluguel,4,Pessoal,D,12000,16.77,Inadimplente,0.22,N,4,4500,Até 25 anos
26,60000,Aluguel,5,Consolidação de Dividas,A,12000,6.62,Não Inadimplente,0.2,N,2,5000,26-35 anos
25,60000,Aluguel,9,Educação,A,12000,7.9,Não Inadimplente,0.2,N,2,5000,Até 25 anos
23,82500,Financiada,0,Educação,A,5000,8.49,Não Inadimplente,0.06,N,4,6875,Até 25 anos
24,82500,Própria,8,Empreendimento,A,10000,5.79,Não Inadimplente,0.12,N,4,6875,Até 25 anos
23,65025,Financiada,7,Saúde,C,16000,14.35,Inadimplente,0.21,N,3,5419,Até 25 anos
24,60000,Aluguel,4,Educação,A,12000,8.9,Não Inadimplente,0.2,N,4,5000,Até 25 anos
24,60000,Aluguel,4,Educação,B,12000,9.99,Não Inadimplente,0.2,N,4,5000,Até 25 anos
24,60000,Aluguel,1,Educação,B,12000,10.99,Não Inadimplente,0.2,N,4,5000,Até 25 anos
22,82500,Financiada,3,Saúde,A,14400,9.32,Não Inadimplente,0.17,N,3,6875,Até 25 anos
22,60000,Aluguel,2,Saúde,B,12000,10.37,Não Inadimplente,0.2,N,3,5000,Até 25 anos
24,60000,Aluguel,1,Consolidação de Dividas,B,12000,10.36,Não Inadimplente,0.2,N,3,5000,Até 25 anos
26,60000,Aluguel,7,Saúde,B,12000,9.83738138593829,Não Inadimplente,0.2,N,3,5000,26-35 anos
23,54000,Aluguel,3,Consolidação de Dividas,C,12000,12.98,Inadimplente,0.22,S,3,4500,Até 25 anos
23,60000,Aluguel,2,Educação,A,12000,9.83738138593829,Não Inadimplente,0.2,N,3,5000,Até 25 anos
25,60000,Aluguel,3,Empreendimento,A,12000,5.42,Não Inadimplente,0.2,N,3,5000,Até 25 anos
24,82726,Financiada,7,Educação,C,20000,14.098848653667595,Não Inadimplente,0.24,S,4,6894,Até 25 anos
25,82729,Própria,8,Empreendimento,A,4800,6.17,Não Inadimplente,0.06,N,3,6894,Até 25 anos
25,60000,Aluguel,0,Empreendimento,B,12000,11.86,Não Inadimplente,0.2,N,4,5000,Até 25 anos
24,82800,Financiada,0,Empreendimento,B,12500,9.83738138593829,Não Inadimplente,0.15,N,3,6900,Até 25 anos
23,60000,Aluguel,0,Pessoal,A,12000,7.88,Não Inadimplente,0.2,N,2,5000,Até 25 anos
22,60000,Aluguel,2,Educação,B,12000,10.99,Não Inadimplente,0.2,N,2,5000,Até 25 anos
26,60000,Aluguel,1,Pessoal,B,12000,10.62,Não Inadimplente,0.2,N,4,5000,26-35 anos
22,83000,Financiada,6,Consolidação de Dividas,B,5500,11.99,Não Inadimplente,0.07,N,4,6917,Até 25 anos
26,60000,Aluguel,0,Reforma,C,12000,12.87,Não Inadimplente,0.2,S,4,5000,26-35 anos
25,60000,Aluguel,3,Pessoal,C,12000,14.26,Não Inadimplente,0.2,N,4,5000,Até 25 anos
21,83000,Financiada,3,Empreendimento,A,14000,8.49,Não Inadimplente,0.17,N,2,6917,Até 25 anos
24,83000,Financiada,4,Empreendimento,B,5775,9.99,Não Inadimplente,0.07,N,4,6917,Até 25 anos
24,60000,Aluguel,5,Saúde,A,12000,9.63,Não Inadimplente,0.2,N,2,5000,Até 25 anos
25,60000,Aluguel,9,Educação,B,12000,12.21,Não Inadimplente,0.2,N,3,5000,Até 25 anos
24,60000,Aluguel,0,Pessoal,B,12000,12.21,Não Inadimplente,0.2,N,2,5000,Até 25 anos
25,83000,Financiada,9,Reforma,B,13000,10.99,Não Inadimplente,0.16,N,2,6917,Até 25 anos
24,83000,Financiada,6,Reforma,A,10400,5.79,Não Inadimplente,0.13,N,3,6917,Até 25 anos
23,38376,Própria,4,Empreendimento,C,8400,13.8,Não Inadimplente,0.22,S,2,3198,Até 25 anos
23,83000,Financiada,0,Empreendimento,D,20000,14.54,Não Inadimplente,0.24,S,4,6917,Até 25 anos
23,83000,Financiada,7,Consolidação de Dividas,A,10000,7.66,Não Inadimplente,0.12,N,4,6917,Até 25 anos
22,60000,Aluguel,0,Educação,C,12000,13.47,Não Inadimplente,0.2,S,3,5000,Até 25 anos
26,83000,Financiada,11,Consolidação de Dividas,B,25000,9.83738138593829,Não Inadimplente,0.3,N,3,6917,26-35 anos
23,60000,Aluguel,3,Pessoal,A,12000,9.63,Não Inadimplente,0.2,N,2,5000,Até 25 anos
24,83000,Financiada,6,Saúde,A,15000,6.91,Não Inadimplente,0.18,N,4,6917,Até 25 anos
22,38272,Própria,6,Saúde,B,4800,9.99,Não Inadimplente,0.13,N,2,3189,Até 25 anos
23,83000,Financiada,7,Educação,B,1500,11.12,Não Inadimplente,0.02,N,2,6917,Até 25 anos
22,83000,Própria,6,Consolidação de Dividas,D,25000,15.95,Não Inadimplente,0.3,S,4,6917,Até 25 anos
24,60500,Aluguel,9,Educação,D,12000,16.49,Não Inadimplente,0.2,N,2,5042,Até 25 anos
26,83000,Financiada,2,Saúde,B,25000,10.99,Não Inadimplente,0.3,N,3,6917,26-35 anos
21,83000,Financiada,5,Empreendimento,C,7000,12.73,Não Inadimplente,0.08,S,2,6917,Até 25 anos
26,83000,Financiada,1,Pessoal,B,17000,10.25,Não Inadimplente,0.2,N,3,6917,26-35 anos
21,83000,Financiada,4,Saúde,A,8500,8.0,Não Inadimplente,0.1,N,4,6917,Até 25 anos
24,61000,Aluguel,3,Empreendimento,B,12000,9.83738138593829,Não Inadimplente,0.2,N,3,5083,Até 25 anos
25,77000,Financiada,1,Consolidação de Dividas,F,7200,18.53,Inadimplente,0.09,N,3,6417,Até 25 anos
26,65450,Financiada,3,Saúde,B,10800,12.21,Inadimplente,0.14,N,3,5454,26-35 anos
25,61000,Aluguel,2,Consolidação de Dividas,A,12000,7.29,Não Inadimplente,0.2,N,3,5083,Até 25 anos
23,23500,Aluguel,4,Educação,C,3000,13.23,Não Inadimplente,0.13,S,2,1958,Até 25 anos
23,83004,Financiada,7,Empreendimento,C,3500,12.61,Não Inadimplente,0.04,S,2,6917,Até 25 anos
22,83004,Financiada,6,Educação,A,24000,7.88,Não Inadimplente,0.29,N,2,6917,Até 25 anos
24,83004,Financiada,6,Consolidação de Dividas,B,25000,9.83738138593829,Não Inadimplente,0.3,N,2,6917,Até 25 anos
25,83004,Financiada,9,Pessoal,A,5000,6.76,Não Inadimplente,0.06,N,4,6917,Até 25 anos
22,24000,Aluguel,3,Pessoal,B,3000,9.83738138593829,Não Inadimplente,0.13,N,4,2000,Até 25 anos
24,83050,Financiada,5,Educação,C,10000,13.49,Não Inadimplente,0.12,S,3,6921,Até 25 anos
24,38004,Própria,3,Educação,C,3000,13.35,Não Inadimplente,0.08,S,2,3167,Até 25 anos
23,83199,Financiada,2,Consolidação de Dividas,A,14400,5.42,Não Inadimplente,0.17,N,3,6933,Até 25 anos
23,83200,Financiada,6,Educação,A,4000,7.49,Não Inadimplente,0.05,N,4,6933,Até 25 anos
22,24000,Aluguel,0,Consolidação de Dividas,C,3000,12.118277554663097,Inadimplente,0.13,N,4,2000,Até 25 anos
26,24856,Aluguel,0,Consolidação de Dividas,A,3000,9.32,Não Inadimplente,0.12,N,4,2071,26-35 anos
23,77200,Financiada,4,Educação,C,22000,13.23,Inadimplente,0.28,N,2,6433,Até 25 anos
21,24996,Aluguel,0,Consolidação de Dividas,B,3000,11.49,Não Inadimplente,0.12,N,3,2083,Até 25 anos
22,25000,Aluguel,3,Educação,B,3000,12.69,Não Inadimplente,0.12,N,3,2083,Até 25 anos
25,83400,Financiada,2,Consolidação de Dividas,C,10000,13.11,Não Inadimplente,0.12,N,3,6950,Até 25 anos
25,25000,Aluguel,3,Consolidação de Dividas,B,3000,11.12,Não Inadimplente,0.12,N,4,2083,Até 25 anos
22,38004,Própria,0,Empreendimento,D,3000,12.92,Não Inadimplente,0.08,S,3,3167,Até 25 anos
26,83500,Financiada,3,Saúde,A,1600,6.76,Não Inadimplente,0.02,N,3,6958,26-35 anos
26,83500,Financiada,0,Saúde,A,6500,8.59,Não Inadimplente,0.08,N,2,6958,26-35 anos
26,83600,Financiada,2,Reforma,A,13600,7.66,Não Inadimplente,0.16,N,3,6967,26-35 anos
22,83600,Própria,6,Empreendimento,C,7500,13.11,Não Inadimplente,0.09,S,4,6967,Até 25 anos
24,25000,Aluguel,3,Saúde,B,3000,10.95,Não Inadimplente,0.12,N,2,2083,Até 25 anos
24,25000,Aluguel,3,Educação,A,3000,8.32,Não Inadimplente,0.12,N,2,2083,Até 25 anos
26,83957,Financiada,4,Saúde,A,3000,8.94,Não Inadimplente,0.04,N,3,6996,26-35 anos
26,25200,Aluguel,1,Saúde,C,3000,14.35,Não Inadimplente,0.12,S,3,2100,26-35 anos
25,84000,Financiada,4,Consolidação de Dividas,A,8500,6.62,Não Inadimplente,0.1,N,4,7000,Até 25 anos
